Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.0,3858720,7552,511.0,192.0,64,195808,6594.7,cuMemGetAllocationGranularity
0.0,3547456,228,15559.0,14880.0,11968,48512,4798.0,cuLaunchKernel
0.0,3064288,15075,203.3,128.0,32,14496,251.9,cuGetProcAddress_v2
0.0,2108096,40,52702.4,54160.0,24480,89440,16624.2,cudaLibraryLoadData
0.0,1936320,776,2495.3,1440.0,576,14656,2000.3,cudaEventRecord
0.0,1889152,64,29518.0,22208.0,7584,173536,35757.0,cudaFreeHost
0.0,1648800,52,31707.7,33376.0,9376,70528,15064.3,cudaMemset
0.0,1313728,500,2627.5,1408.0,256,43200,3588.2,cuLibraryGetKernel
0.0,1024928,716,1431.5,1152.0,448,22944,1024.9,cudaEventDestroy
0.0,1001312,20,50065.6,47840.0,31616,87808,13663.9,cuMulticastUnbind
0.0,911936,12,75994.7,78272.0,56128,91168,11855.1,cudaMemGetInfo
0.0,890368,8,111296.0,107056.0,91200,139232,18088.1,cuModuleLoad
0.0,818240,16,51140.0,48224.0,34336,84224,14443.0,cudaMemPoolDestroy
0.0,699680,10,69968.0,67216.0,44832,113280,18615.9,cuMulticastCreate
0.0,551072,32,17221.0,16384.0,7360,34304,7404.1,cudaStreamDestroy
0.0,536384,236,2272.8,2144.0,1248,4672,782.9,cudaGetFuncBySymbol
0.0,456064,8,57008.0,55248.0,384,115392,60283.5,cuCtxSetCurrent
0.0,421248,236,1784.9,1696.0,992,3968,444.3,cudaStreamGetCaptureInfo
0.0,400160,8,50020.0,38704.0,29856,115552,29095.8,cuMemGetHandleForAddressRange
0.0,340288,4,85072.0,84016.0,80128,92128,5133.0,cudaLibraryUnload
0.0,310976,440,706.8,704.0,224,8928,425.7,cuLibraryGetKernelCount
0.0,291840,440,663.3,704.0,192,960,134.7,cuLibraryEnumerateKernels
0.0,164256,58,2832.0,2832.0,352,6880,1450.5,cuInit
0.0,134976,4,33744.0,32224.0,27424,43104,6832.4,cuCtxSynchronize
0.0,119648,120,997.1,672.0,448,10656,1149.3,cudaOccupancyMaxActiveClusters
0.0,107616,176,611.5,384.0,288,2176,448.6,cudaLibraryGetKernel
0.0,74720,128,583.8,480.0,64,1888,400.4,cudaGetDeviceProperties
0.0,58240,40,1456.0,1456.0,576,2656,490.9,cudaMemPoolSetAttribute
0.0,40768,4,10192.0,10400.0,8256,11712,1431.2,cudaOccupancyAvailableDynamicSMemPerBlock
0.0,32384,33,981.3,320.0,96,5632,1737.2,cuModuleGetLoadingMode
0.0,22240,148,150.3,128.0,64,320,55.8,cuGetProcAddress
0.0,21888,4,5472.0,5472.0,4416,6528,900.9,cuCtxSetFlags
0.0,19104,33,578.9,576.0,96,1504,375.3,cuMulticastGetGranularity
