Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.0,8983168,20888,430.1,288.0,128,199840,2961.6,cudaThreadExchangeStreamCaptureMode
0.0,8853888,4032,2195.9,1984.0,672,20000,1293.0,cuMemAddressFree
0.0,5397056,24,224877.3,63120.0,14912,828096,314431.2,cuMulticastAddDevice
0.0,4181056,4000,1045.3,864.0,192,22272,997.1,cuMemRetainAllocationHandle
0.0,3651872,1499,2436.2,2016.0,224,20256,1656.6,cudaEventCreateWithFlags
0.0,3464160,228,15193.7,13920.0,12064,53856,5794.3,cuLaunchKernel
0.0,3102368,4032,769.4,224.0,64,175072,8676.3,cuMemGetAllocationGranularity
0.0,2829248,256,11051.8,480.0,192,122848,29325.4,cudaKernelSetAttributeForDevice
0.0,2071680,9647,214.7,160.0,32,14848,266.5,cuGetProcAddress_v2
0.0,1731680,720,2405.1,1376.0,608,38272,2554.6,cudaEventRecord
0.0,1689024,64,26391.0,18608.0,6240,171552,32846.7,cudaFreeHost
0.0,1648864,32,51527.0,53136.0,23744,83456,16335.6,cudaLibraryLoadData
0.0,1180928,20,59046.4,52928.0,26688,108064,25822.9,cuMulticastUnbind
0.0,1114144,444,2509.3,1392.0,224,16768,2902.3,cuLibraryGetKernel
0.0,980544,16,61284.0,67152.0,32672,80768,16889.8,cudaMemPoolCreate
0.0,969728,716,1354.4,992.0,480,21472,1187.8,cudaEventDestroy
0.0,928256,8,116032.0,105824.0,92352,153440,25021.7,cuModuleLoad
0.0,867680,24,36153.3,30800.0,21760,64352,12653.2,cudaMemset
0.0,853344,36,23704.0,26784.0,4544,61984,16865.6,cudaDeviceSynchronize
0.0,749024,12,62418.7,56896.0,51456,82528,11341.3,cudaMemGetInfo
0.0,684832,16,42802.0,41456.0,25248,69472,11360.5,cudaMemPoolDestroy
0.0,600864,36,16690.7,17504.0,7968,30336,7140.1,cudaStreamDestroy
0.0,442528,232,1907.4,1472.0,1056,11392,1160.7,cudaGetFuncBySymbol
0.0,431104,20,21555.2,24096.0,7744,39840,10664.8,cudaMemcpy
0.0,392640,6,65440.0,69664.0,45152,86784,15964.5,cuMulticastCreate
0.0,367328,232,1583.3,1440.0,800,3872,511.4,cudaStreamGetCaptureInfo
0.0,310432,464,669.0,704.0,192,928,149.6,cuLibraryEnumerateKernels
0.0,298880,464,644.1,672.0,224,992,146.2,cuLibraryGetKernelCount
0.0,106208,34,3123.8,3088.0,1472,4672,837.1,cuInit
0.0,82112,120,684.3,576.0,416,5088,642.2,cudaOccupancyMaxActiveClusters
0.0,74464,128,581.8,384.0,320,1632,396.3,cudaLibraryGetKernel
0.0,40864,68,600.9,560.0,96,1952,399.7,cudaGetDeviceProperties
0.0,39712,4,9928.0,9328.0,8768,12288,1607.3,cudaOccupancyAvailableDynamicSMemPerBlock
0.0,27872,21,1327.2,320.0,128,4896,1906.3,cuModuleGetLoadingMode
0.0,24288,16,1518.0,1488.0,1152,1920,249.8,cudaMemPoolSetAttribute
0.0,12064,16,754.0,688.0,128,1440,412.1,cuMulticastGetGranularity
